dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2023-11-11,2023-11,1,1.0,0,0.00029114002529453655,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-05-10,2025-05,1,0.5,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-05-17,2025-05,6,6.0,0,0.001727733366511573,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-05-31,2025-05,4,2.0,0,0.0011518222443410487,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-06-14,2025-06,1,0.5,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-06-21,2025-06,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-06-28,2025-06,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-07-05,2025-07,3,3.0,0,0.0008638666832557865,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-07-12,2025-07,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-07-19,2025-07,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-07-26,2025-07,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-08-09,2025-08,2,1.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-08-16,2025-08,3,3.0,0,0.0008638666832557865,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-08-23,2025-08,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-08-30,2025-08,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-09-06,2025-09,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-09-13,2025-09,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-09-27,2025-09,4,2.0,0,0.0011518222443410487,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-10-04,2025-10,3,3.0,0,0.0008638666832557865,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-10-11,2025-10,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-10-25,2025-10,1,0.5,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-11-22,2025-11,3,0.75,0,0.0008638666832557865,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-11-29,2025-11,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-12-06,2025-12,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-12-13,2025-12,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-12-27,2025-12,1,0.5,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
